id,name,type,year,variable,value
0500000US18001,"Adams County, Indiana",county,2015,percent_high_school_graduate_or_higher,85.2
0500000US18001,"Adams County, Indiana",county,2016,percent_high_school_graduate_or_higher,84.2
0500000US18001,"Adams County, Indiana",county,2014,percent_high_school_graduate_or_higher,83.8
0500000US18001,"Adams County, Indiana",county,2011,percent_high_school_graduate_or_higher,84
0500000US19003,"Adams County, Iowa",county,2015,percent_high_school_graduate_or_higher,92.6
0500000US19003,"Adams County, Iowa",county,2016,percent_high_school_graduate_or_higher,92.5
0500000US19003,"Adams County, Iowa",county,2014,percent_high_school_graduate_or_higher,90.5
0500000US19003,"Adams County, Iowa",county,2012,percent_high_school_graduate_or_higher,90.8
0500000US28001,"Adams County, Mississippi",county,2016,percent_high_school_graduate_or_higher,80.8
0500000US28001,"Adams County, Mississippi",county,2015,percent_high_school_graduate_or_higher,80.7
0500000US28001,"Adams County, Mississippi",county,2010,percent_high_school_graduate_or_higher,79.6
0500000US28001,"Adams County, Mississippi",county,2014,percent_high_school_graduate_or_higher,79.5
0500000US28001,"Adams County, Mississippi",county,2011,percent_high_school_graduate_or_higher,79.6
0500000US31001,"Adams County, Nebraska",county,2016,percent_high_school_graduate_or_higher,90.9
0500000US31001,"Adams County, Nebraska",county,2010,percent_high_school_graduate_or_higher,89.1
0500000US31001,"Adams County, Nebraska",county,2014,percent_high_school_graduate_or_higher,90.9
0500000US31001,"Adams County, Nebraska",county,2011,percent_high_school_graduate_or_higher,89.4
0500000US38001,"Adams County, North Dakota",county,2016,percent_high_school_graduate_or_higher,96
0500000US38001,"Adams County, North Dakota",county,2014,percent_high_school_graduate_or_higher,95.1
0500000US38001,"Adams County, North Dakota",county,2011,percent_high_school_graduate_or_higher,89.9
0500000US38001,"Adams County, North Dakota",county,2010,percent_high_school_graduate_or_higher,85.3
0500000US39001,"Adams County, Ohio",county,2016,percent_high_school_graduate_or_higher,78.2
0500000US39001,"Adams County, Ohio",county,2015,percent_high_school_graduate_or_higher,78
0500000US39001,"Adams County, Ohio",county,2010,percent_high_school_graduate_or_higher,74.7
0500000US42001,"Adams County, Pennsylvania",county,2015,percent_high_school_graduate_or_higher,87.3
0500000US42001,"Adams County, Pennsylvania",county,2016,percent_high_school_graduate_or_higher,87.8
0500000US42001,"Adams County, Pennsylvania",county,2012,percent_high_school_graduate_or_higher,85.4
0500000US42001,"Adams County, Pennsylvania",county,2011,percent_high_school_graduate_or_higher,85.2
0500000US53001,"Adams County, Washington",county,2016,percent_high_school_graduate_or_higher,66.1
0500000US53001,"Adams County, Washington",county,2015,percent_high_school_graduate_or_higher,66.6
0500000US53001,"Adams County, Washington",county,2012,percent_high_school_graduate_or_higher,67.4
0500000US53001,"Adams County, Washington",county,2014,percent_high_school_graduate_or_higher,66.4
0500000US55001,"Adams County, Wisconsin",county,2016,percent_high_school_graduate_or_higher,87.3
0500000US55001,"Adams County, Wisconsin",county,2015,percent_high_school_graduate_or_higher,87.2
0500000US50001,"Addison County, Vermont",county,2015,percent_high_school_graduate_or_higher,92.1
0500000US50001,"Addison County, Vermont",county,2016,percent_high_school_graduate_or_higher,92.5
0500000US50001,"Addison County, Vermont",county,2011,percent_high_school_graduate_or_higher,90.8
0500000US50001,"Addison County, Vermont",county,2014,percent_high_school_graduate_or_higher,91.7
0500000US72001,"Adjuntas Municipio, Puerto Rico",county,2016,percent_high_school_graduate_or_higher,62.4
0500000US72001,"Adjuntas Municipio, Puerto Rico",county,2015,percent_high_school_graduate_or_higher,62
0500000US72001,"Adjuntas Municipio, Puerto Rico",county,2011,percent_high_school_graduate_or_higher,61.1
0500000US72001,"Adjuntas Municipio, Puerto Rico",county,2014,percent_high_school_graduate_or_higher,58.9
0500000US72003,"Aguada Municipio, Puerto Rico",county,2015,percent_high_school_graduate_or_higher,63.6
0500000US72003,"Aguada Municipio, Puerto Rico",county,2016,percent_high_school_graduate_or_higher,65
0500000US72003,"Aguada Municipio, Puerto Rico",county,2012,percent_high_school_graduate_or_higher,59.9
0500000US72003,"Aguada Municipio, Puerto Rico",county,2014,percent_high_school_graduate_or_higher,62.4
0500000US72003,"Aguada Municipio, Puerto Rico",county,2011,percent_high_school_graduate_or_higher,58.2
0500000US72005,"Aguadilla Municipio, Puerto Rico",county,2015,percent_high_school_graduate_or_higher,69.7
0500000US72007,"Aguas Buenas Municipio, Puerto Rico",county,2016,percent_high_school_graduate_or_higher,65.8
0500000US72007,"Aguas Buenas Municipio, Puerto Rico",county,2011,percent_high_school_graduate_or_higher,61.7
0500000US72009,"Aibonito Municipio, Puerto Rico",county,2015,percent_high_school_graduate_or_higher,73.5
0500000US72009,"Aibonito Municipio, Puerto Rico",county,2016,percent_high_school_graduate_or_higher,73.9
0500000US72009,"Aibonito Municipio, Puerto Rico",county,2011,percent_high_school_graduate_or_higher,67.6
0500000US72009,"Aibonito Municipio, Puerto Rico",county,2012,percent_high_school_graduate_or_higher,70.4
0500000US72009,"Aibonito Municipio, Puerto Rico",county,2014,percent_high_school_graduate_or_higher,72.6
0500000US72009,"Aibonito Municipio, Puerto Rico",county,2010,percent_high_school_graduate_or_higher,65.4
0500000US45003,"Aiken County, South Carolina",county,2015,percent_high_school_graduate_or_higher,85.3
0500000US45003,"Aiken County, South Carolina",county,2016,percent_high_school_graduate_or_higher,85.5
0500000US27001,"Aitkin County, Minnesota",county,2015,percent_high_school_graduate_or_higher,90.6
0500000US27001,"Aitkin County, Minnesota",county,2016,percent_high_school_graduate_or_higher,91.3
0500000US27001,"Aitkin County, Minnesota",county,2011,percent_high_school_graduate_or_higher,89.4
0500000US27001,"Aitkin County, Minnesota",county,2014,percent_high_school_graduate_or_higher,90.4
0500000US12001,"Alachua County, Florida",county,2016,percent_high_school_graduate_or_higher,92.5
0500000US12001,"Alachua County, Florida",county,2015,percent_high_school_graduate_or_higher,92.6
0500000US12001,"Alachua County, Florida",county,2014,percent_high_school_graduate_or_higher,91.8
0500000US37001,"Alamance County, North Carolina",county,2016,percent_high_school_graduate_or_higher,84.7
0500000US37001,"Alamance County, North Carolina",county,2015,percent_high_school_graduate_or_higher,83.2
0500000US37001,"Alamance County, North Carolina",county,2011,percent_high_school_graduate_or_higher,81.4
0500000US06001,"Alameda County, California",county,2016,percent_high_school_graduate_or_higher,87.3
0500000US06001,"Alameda County, California",county,2015,percent_high_school_graduate_or_higher,86.9
0500000US06001,"Alameda County, California",county,2014,percent_high_school_graduate_or_higher,86.7
0500000US06001,"Alameda County, California",county,2010,percent_high_school_graduate_or_higher,85.9
0500000US08003,"Alamosa County, Colorado",county,2016,percent_high_school_graduate_or_higher,83.8
0500000US08003,"Alamosa County, Colorado",county,2015,percent_high_school_graduate_or_higher,84.8
0500000US08003,"Alamosa County, Colorado",county,2014,percent_high_school_graduate_or_higher,84.6
0500000US36001,"Albany County, New York",county,2016,percent_high_school_graduate_or_higher,92.7
0500000US36001,"Albany County, New York",county,2015,percent_high_school_graduate_or_higher,92.8
0500000US36001,"Albany County, New York",county,2010,percent_high_school_graduate_or_higher,90.7
0500000US36001,"Albany County, New York",county,2011,percent_high_school_graduate_or_higher,91.1
0500000US36001,"Albany County, New York",county,2012,percent_high_school_graduate_or_higher,91.6
0500000US56001,"Albany County, Wyoming",county,2015,percent_high_school_graduate_or_higher,96.5
0500000US56001,"Albany County, Wyoming",county,2016,percent_high_school_graduate_or_higher,95.8
0500000US56001,"Albany County, Wyoming",county,2011,percent_high_school_graduate_or_higher,95
0500000US56001,"Albany County, Wyoming",county,2014,percent_high_school_graduate_or_higher,95.8
0500000US51003,"Albemarle County, Virginia",county,2015,percent_high_school_graduate_or_higher,91.3
0500000US51003,"Albemarle County, Virginia",county,2016,percent_high_school_graduate_or_higher,91.4
0500000US51003,"Albemarle County, Virginia",county,2010,percent_high_school_graduate_or_higher,90.9
0500000US51003,"Albemarle County, Virginia",county,2014,percent_high_school_graduate_or_higher,91.4
0500000US51003,"Albemarle County, Virginia",county,2011,percent_high_school_graduate_or_higher,90.4
0500000US26001,"Alcona County, Michigan",county,2016,percent_high_school_graduate_or_higher,88.6
0500000US26001,"Alcona County, Michigan",county,2015,percent_high_school_graduate_or_higher,88.5
0500000US26001,"Alcona County, Michigan",county,2014,percent_high_school_graduate_or_higher,87.5
0500000US26001,"Alcona County, Michigan",county,2012,percent_high_school_graduate_or_higher,86.2
0500000US28003,"Alcorn County, Mississippi",county,2016,percent_high_school_graduate_or_higher,81.4
0500000US28003,"Alcorn County, Mississippi",county,2015,percent_high_school_graduate_or_higher,80.8
0500000US28003,"Alcorn County, Mississippi",county,2012,percent_high_school_graduate_or_higher,78.6
0500000US02013,"Aleutians East Borough, Alaska",county,2016,percent_high_school_graduate_or_higher,84.4
0500000US02013,"Aleutians East Borough, Alaska",county,2015,percent_high_school_graduate_or_higher,81.7
0500000US02016,"Aleutians West Census Area, Alaska",county,2016,percent_high_school_graduate_or_higher,87.5
0500000US02016,"Aleutians West Census Area, Alaska",county,2015,percent_high_school_graduate_or_higher,84
0500000US02016,"Aleutians West Census Area, Alaska",county,2014,percent_high_school_graduate_or_higher,85.5
0500000US17003,"Alexander County, Illinois",county,2015,percent_high_school_graduate_or_higher,77.7
0500000US17003,"Alexander County, Illinois",county,2016,percent_high_school_graduate_or_higher,75
0500000US17003,"Alexander County, Illinois",county,2014,percent_high_school_graduate_or_higher,74.1
0500000US37003,"Alexander County, North Carolina",county,2015,percent_high_school_graduate_or_higher,80.7
0500000US37003,"Alexander County, North Carolina",county,2016,percent_high_school_graduate_or_higher,80.6
0500000US37003,"Alexander County, North Carolina",county,2014,percent_high_school_graduate_or_higher,80.7
0500000US51510,"Alexandria city, Virginia",county,2015,percent_high_school_graduate_or_higher,91.5
0500000US51510,"Alexandria city, Virginia",county,2016,percent_high_school_graduate_or_higher,91.4
0500000US51510,"Alexandria city, Virginia",county,2012,percent_high_school_graduate_or_higher,91.7
0500000US40003,"Alfalfa County, Oklahoma",county,2015,percent_high_school_graduate_or_higher,88.2
0500000US40003,"Alfalfa County, Oklahoma",county,2016,percent_high_school_graduate_or_higher,88.5
0500000US40003,"Alfalfa County, Oklahoma",county,2012,percent_high_school_graduate_or_higher,86
0500000US40003,"Alfalfa County, Oklahoma",county,2011,percent_high_school_graduate_or_higher,84
0500000US26003,"Alger County, Michigan",county,2016,percent_high_school_graduate_or_higher,89.4
0500000US26003,"Alger County, Michigan",county,2015,percent_high_school_graduate_or_higher,88.8
0500000US19005,"Allamakee County, Iowa",county,2015,percent_high_school_graduate_or_higher,88.4
0500000US19005,"Allamakee County, Iowa",county,2010,percent_high_school_graduate_or_higher,86.9
0500000US26005,"Allegan County, Michigan",county,2015,percent_high_school_graduate_or_higher,89.9
0500000US26005,"Allegan County, Michigan",county,2011,percent_high_school_graduate_or_higher,89.4
0500000US26005,"Allegan County, Michigan",county,2010,percent_high_school_graduate_or_higher,88.9
0500000US24001,"Allegany County, Maryland",county,2016,percent_high_school_graduate_or_higher,89.1
0500000US24001,"Allegany County, Maryland",county,2015,percent_high_school_graduate_or_higher,88.3
0500000US24001,"Allegany County, Maryland",county,2011,percent_high_school_graduate_or_higher,86.4
0500000US36003,"Allegany County, New York",county,2016,percent_high_school_graduate_or_higher,89
0500000US36003,"Allegany County, New York",county,2015,percent_high_school_graduate_or_higher,88.6
0500000US36003,"Allegany County, New York",county,2010,percent_high_school_graduate_or_higher,88.3
0500000US37005,"Alleghany County, North Carolina",county,2016,percent_high_school_graduate_or_higher,81
0500000US37005,"Alleghany County, North Carolina",county,2015,percent_high_school_graduate_or_higher,80.5
0500000US37005,"Alleghany County, North Carolina",county,2012,percent_high_school_graduate_or_higher,76.2
0500000US37005,"Alleghany County, North Carolina",county,2014,percent_high_school_graduate_or_higher,79.6
0500000US37005,"Alleghany County, North Carolina",county,2010,percent_high_school_graduate_or_higher,71.4
0500000US37005,"Alleghany County, North Carolina",county,2011,percent_high_school_graduate_or_higher,73.3
0500000US51005,"Alleghany County, Virginia",county,2016,percent_high_school_graduate_or_higher,84.5
0500000US42003,"Allegheny County, Pennsylvania",county,2016,percent_high_school_graduate_or_higher,93.9
0500000US42003,"Allegheny County, Pennsylvania",county,2012,percent_high_school_graduate_or_higher,92.6
0500000US42003,"Allegheny County, Pennsylvania",county,2010,percent_high_school_graduate_or_higher,91.6
0500000US18003,"Allen County, Indiana",county,2015,percent_high_school_graduate_or_higher,89.3
0500000US18003,"Allen County, Indiana",county,2016,percent_high_school_graduate_or_higher,89.2
0500000US18003,"Allen County, Indiana",county,2011,percent_high_school_graduate_or_higher,88.9
0500000US20001,"Allen County, Kansas",county,2016,percent_high_school_graduate_or_higher,90.4
0500000US20001,"Allen County, Kansas",county,2015,percent_high_school_graduate_or_higher,90.6
0500000US20001,"Allen County, Kansas",county,2012,percent_high_school_graduate_or_higher,88.4
0500000US20001,"Allen County, Kansas",county,2014,percent_high_school_graduate_or_higher,89.7
0500000US21003,"Allen County, Kentucky",county,2015,percent_high_school_graduate_or_higher,77.5
0500000US21003,"Allen County, Kentucky",county,2014,percent_high_school_graduate_or_higher,76.6
0500000US21003,"Allen County, Kentucky",county,2011,percent_high_school_graduate_or_higher,74
0500000US39003,"Allen County, Ohio",county,2016,percent_high_school_graduate_or_higher,89.3
0500000US39003,"Allen County, Ohio",county,2014,percent_high_school_graduate_or_higher,88.3
0500000US39003,"Allen County, Ohio",county,2010,percent_high_school_graduate_or_higher,87.2
0500000US22003,"Allen Parish, Louisiana",county,2015,percent_high_school_graduate_or_higher,79.4
0500000US22003,"Allen Parish, Louisiana",county,2016,percent_high_school_graduate_or_higher,79.2
0500000US22003,"Allen Parish, Louisiana",county,2010,percent_high_school_graduate_or_higher,71.8
0500000US45005,"Allendale County, South Carolina",county,2016,percent_high_school_graduate_or_higher,74.6
0500000US45005,"Allendale County, South Carolina",county,2010,percent_high_school_graduate_or_higher,73.2
0500000US26007,"Alpena County, Michigan",county,2016,percent_high_school_graduate_or_higher,90.4
0500000US26007,"Alpena County, Michigan",county,2014,percent_high_school_graduate_or_higher,88.9
0500000US26007,"Alpena County, Michigan",county,2011,percent_high_school_graduate_or_higher,88.1
0500000US06003,"Alpine County, California",county,2016,percent_high_school_graduate_or_higher,91.1
0500000US06003,"Alpine County, California",county,2015,percent_high_school_graduate_or_higher,89.5
0500000US06003,"Alpine County, California",county,2012,percent_high_school_graduate_or_higher,91.1
0500000US06005,"Amador County, California",county,2015,percent_high_school_graduate_or_higher,88.4
0500000US06005,"Amador County, California",county,2016,percent_high_school_graduate_or_higher,88.3
0500000US06005,"Amador County, California",county,2010,percent_high_school_graduate_or_higher,87.4
0500000US06005,"Amador County, California",county,2012,percent_high_school_graduate_or_higher,87.5
0500000US51007,"Amelia County, Virginia",county,2016,percent_high_school_graduate_or_higher,81.3
0500000US51007,"Amelia County, Virginia",county,2012,percent_high_school_graduate_or_higher,79.6
0500000US51007,"Amelia County, Virginia",county,2010,percent_high_school_graduate_or_higher,78
0500000US51009,"Amherst County, Virginia",county,2016,percent_high_school_graduate_or_higher,82.7
0500000US51009,"Amherst County, Virginia",county,2015,percent_high_school_graduate_or_higher,82.8
0500000US51009,"Amherst County, Virginia",county,2012,percent_high_school_graduate_or_higher,79.8
0500000US51009,"Amherst County, Virginia",county,2011,percent_high_school_graduate_or_higher,79.9
0500000US28005,"Amite County, Mississippi",county,2016,percent_high_school_graduate_or_higher,76.6
0500000US28005,"Amite County, Mississippi",county,2015,percent_high_school_graduate_or_higher,74.6
0500000US02020,"Anchorage Municipality, Alaska",county,2015,percent_high_school_graduate_or_higher,93
0500000US02020,"Anchorage Municipality, Alaska",county,2016,percent_high_school_graduate_or_higher,93.3
0500000US20003,"Anderson County, Kansas",county,2016,percent_high_school_graduate_or_higher,90.9
0500000US20003,"Anderson County, Kansas",county,2015,percent_high_school_graduate_or_higher,90.6
0500000US21005,"Anderson County, Kentucky",county,2015,percent_high_school_graduate_or_higher,88.1
0500000US21005,"Anderson County, Kentucky",county,2016,percent_high_school_graduate_or_higher,88.6
0500000US21005,"Anderson County, Kentucky",county,2014,percent_high_school_graduate_or_higher,87.4
0500000US21005,"Anderson County, Kentucky",county,2011,percent_high_school_graduate_or_higher,86.6
0500000US45007,"Anderson County, South Carolina",county,2016,percent_high_school_graduate_or_higher,83.9
0500000US45007,"Anderson County, South Carolina",county,2015,percent_high_school_graduate_or_higher,82.8
0500000US47001,"Anderson County, Tennessee",county,2016,percent_high_school_graduate_or_higher,85.5
0500000US47001,"Anderson County, Tennessee",county,2015,percent_high_school_graduate_or_higher,85.1
0500000US47001,"Anderson County, Tennessee",county,2012,percent_high_school_graduate_or_higher,84
0500000US47001,"Anderson County, Tennessee",county,2011,percent_high_school_graduate_or_higher,83.9
0500000US48001,"Anderson County, Texas",county,2016,percent_high_school_graduate_or_higher,80.2
0500000US48001,"Anderson County, Texas",county,2015,percent_high_school_graduate_or_higher,79.8
0500000US48001,"Anderson County, Texas",county,2014,percent_high_school_graduate_or_higher,80.2
0500000US48001,"Anderson County, Texas",county,2010,percent_high_school_graduate_or_higher,74.8
0500000US48001,"Anderson County, Texas",county,2012,percent_high_school_graduate_or_higher,78.4
0500000US29003,"Andrew County, Missouri",county,2015,percent_high_school_graduate_or_higher,90.5
0500000US29003,"Andrew County, Missouri",county,2016,percent_high_school_graduate_or_higher,90.6
0500000US29003,"Andrew County, Missouri",county,2014,percent_high_school_graduate_or_higher,90.7
0500000US29003,"Andrew County, Missouri",county,2011,percent_high_school_graduate_or_higher,89.7
0500000US29003,"Andrew County, Missouri",county,2010,percent_high_school_graduate_or_higher,89.6
0500000US29003,"Andrew County, Missouri",county,2012,percent_high_school_graduate_or_higher,90.2
0500000US48003,"Andrews County, Texas",county,2015,percent_high_school_graduate_or_higher,74.4
0500000US48003,"Andrews County, Texas",county,2016,percent_high_school_graduate_or_higher,73.8
0500000US48003,"Andrews County, Texas",county,2010,percent_high_school_graduate_or_higher,72.7
0500000US48003,"Andrews County, Texas",county,2011,percent_high_school_graduate_or_higher,73.1
0500000US48003,"Andrews County, Texas",county,2012,percent_high_school_graduate_or_higher,73.6
0500000US48003,"Andrews County, Texas",county,2014,percent_high_school_graduate_or_higher,76.7
0500000US23001,"Androscoggin County, Maine",county,2015,percent_high_school_graduate_or_higher,88.6
0500000US23001,"Androscoggin County, Maine",county,2011,percent_high_school_graduate_or_higher,87
0500000US23001,"Androscoggin County, Maine",county,2010,percent_high_school_graduate_or_higher,86.4
0500000US48005,"Angelina County, Texas",county,2015,percent_high_school_graduate_or_higher,79.2
0500000US48005,"Angelina County, Texas",county,2016,percent_high_school_graduate_or_higher,79.9
0500000US48005,"Angelina County, Texas",county,2011,percent_high_school_graduate_or_higher,77.8
0500000US48005,"Angelina County, Texas",county,2012,percent_high_school_graduate_or_higher,78.5
0500000US48005,"Angelina County, Texas",county,2010,percent_high_school_graduate_or_higher,78
0500000US48005,"Angelina County, Texas",county,2014,percent_high_school_graduate_or_higher,79.2
0500000US24003,"Anne Arundel County, Maryland",county,2015,percent_high_school_graduate_or_higher,91.6
0500000US24003,"Anne Arundel County, Maryland",county,2016,percent_high_school_graduate_or_higher,91.9
0500000US24003,"Anne Arundel County, Maryland",county,2010,percent_high_school_graduate_or_higher,90
0500000US24003,"Anne Arundel County, Maryland",county,2011,percent_high_school_graduate_or_higher,90.4
0500000US27003,"Anoka County, Minnesota",county,2015,percent_high_school_graduate_or_higher,93.3
0500000US27003,"Anoka County, Minnesota",county,2016,percent_high_school_graduate_or_higher,93.5
0500000US27003,"Anoka County, Minnesota",county,2011,percent_high_school_graduate_or_higher,93.1
0500000US27003,"Anoka County, Minnesota",county,2010,percent_high_school_graduate_or_higher,92.8
0500000US27003,"Anoka County, Minnesota",county,2012,percent_high_school_graduate_or_higher,93.3
0500000US37007,"Anson County, North Carolina",county,2016,percent_high_school_graduate_or_higher,80.4
0500000US37007,"Anson County, North Carolina",county,2015,percent_high_school_graduate_or_higher,79.2
0500000US37007,"Anson County, North Carolina",county,2010,percent_high_school_graduate_or_higher,77.6
0500000US37007,"Anson County, North Carolina",county,2011,percent_high_school_graduate_or_higher,76.8
0500000US37007,"Anson County, North Carolina",county,2014,percent_high_school_graduate_or_higher,78.3
0500000US31003,"Antelope County, Nebraska",county,2016,percent_high_school_graduate_or_higher,91
0500000US31003,"Antelope County, Nebraska",county,2015,percent_high_school_graduate_or_higher,90.9
0500000US31003,"Antelope County, Nebraska",county,2011,percent_high_school_graduate_or_higher,91.5
0500000US26009,"Antrim County, Michigan",county,2016,percent_high_school_graduate_or_higher,90.7
0500000US26009,"Antrim County, Michigan",county,2015,percent_high_school_graduate_or_higher,90.1
0500000US26009,"Antrim County, Michigan",county,2010,percent_high_school_graduate_or_higher,89.5
0500000US04001,"Apache County, Arizona",county,2015,percent_high_school_graduate_or_higher,76.8
0500000US04001,"Apache County, Arizona",county,2016,percent_high_school_graduate_or_higher,78.2
0500000US04001,"Apache County, Arizona",county,2011,percent_high_school_graduate_or_higher,73.1
0500000US19007,"Appanoose County, Iowa",county,2016,percent_high_school_graduate_or_higher,89.9
0500000US19007,"Appanoose County, Iowa",county,2015,percent_high_school_graduate_or_higher,88.6
0500000US19007,"Appanoose County, Iowa",county,2014,percent_high_school_graduate_or_higher,87.6
0500000US13001,"Appling County, Georgia",county,2016,percent_high_school_graduate_or_higher,76.4
0500000US13001,"Appling County, Georgia",county,2015,percent_high_school_graduate_or_higher,76.2
0500000US13001,"Appling County, Georgia",county,2012,percent_high_school_graduate_or_higher,76.7
0500000US51011,"Appomattox County, Virginia",county,2016,percent_high_school_graduate_or_higher,83.6
0500000US51011,"Appomattox County, Virginia",county,2015,percent_high_school_graduate_or_higher,84
0500000US51011,"Appomattox County, Virginia",county,2014,percent_high_school_graduate_or_higher,82
0500000US48007,"Aransas County, Texas",county,2015,percent_high_school_graduate_or_higher,84.2
0500000US48007,"Aransas County, Texas",county,2016,percent_high_school_graduate_or_higher,83.2
0500000US48007,"Aransas County, Texas",county,2010,percent_high_school_graduate_or_higher,85.2
0500000US08005,"Arapahoe County, Colorado",county,2015,percent_high_school_graduate_or_higher,92
0500000US08005,"Arapahoe County, Colorado",county,2016,percent_high_school_graduate_or_higher,92.3
0500000US08005,"Arapahoe County, Colorado",county,2014,percent_high_school_graduate_or_higher,91.8
0500000US08005,"Arapahoe County, Colorado",county,2010,percent_high_school_graduate_or_higher,90.4
0500000US48009,"Archer County, Texas",county,2016,percent_high_school_graduate_or_higher,90.1
0500000US48009,"Archer County, Texas",county,2015,percent_high_school_graduate_or_higher,88.8
0500000US48009,"Archer County, Texas",county,2011,percent_high_school_graduate_or_higher,85
0500000US48009,"Archer County, Texas",county,2012,percent_high_school_graduate_or_higher,85.7
0500000US48009,"Archer County, Texas",county,2010,percent_high_school_graduate_or_higher,84
0500000US48009,"Archer County, Texas",county,2014,percent_high_school_graduate_or_higher,87.3
0500000US08007,"Archuleta County, Colorado",county,2015,percent_high_school_graduate_or_higher,91.6
0500000US08007,"Archuleta County, Colorado",county,2016,percent_high_school_graduate_or_higher,91.4
0500000US08007,"Archuleta County, Colorado",county,2011,percent_high_school_graduate_or_higher,92.1
0500000US72013,"Arecibo Municipio, Puerto Rico",county,2016,percent_high_school_graduate_or_higher,73.8
0500000US72013,"Arecibo Municipio, Puerto Rico",county,2015,percent_high_school_graduate_or_higher,72.7
0500000US72013,"Arecibo Municipio, Puerto Rico",county,2011,percent_high_school_graduate_or_higher,67.5
0500000US72013,"Arecibo Municipio, Puerto Rico",county,2012,percent_high_school_graduate_or_higher,69.1
0500000US26011,"Arenac County, Michigan",county,2015,percent_high_school_graduate_or_higher,85.1
0500000US26011,"Arenac County, Michigan",county,2016,percent_high_school_graduate_or_higher,86.3
0500000US26011,"Arenac County, Michigan",county,2014,percent_high_school_graduate_or_higher,84.9
0500000US26011,"Arenac County, Michigan",county,2012,percent_high_school_graduate_or_higher,83
0500000US05001,"Arkansas County, Arkansas",county,2016,percent_high_school_graduate_or_higher,82.5
